pathway	pval	padj	ES	NES	nMoreExtreme	size
TABULA_MURIS_SENIS_DIAPHRAGM_MACROPHAGE_AGEING	0.148760330578512	0.202314049586777	0.274683407701439	1.35087354957806	71	17
TABULA_MURIS_SENIS_DIAPHRAGM_MESENCHYMAL_STEM_CELL_AGEING	0.00206611570247934	0.00428265524625268	0.266518121376156	5.69850696493409	0	342
TABULA_MURIS_SENIS_DIAPHRAGM_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING	0.0020703933747412	0.00428265524625268	0.35664927316805	6.23681786218685	0	225
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_B_CELL_AGEING	0.00213219616204691	0.00428265524625268	0.267411697218684	2.73256573807807	0	76
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_T_CELL_AGEING	0.233400402414487	0.299457120078964	0.275435034624892	1.19581932910378	115	13
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING	0.0019723865877712	0.00428265524625268	0.0971624358456122	3.38807878972569	0	1006
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	0.00202020202020202	0.00428265524625268	0.142281368982776	4.0271016625027	0	632
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	0.00205338809034908	0.00428265524625268	0.21881117932786	4.10031186178799	0	264
TABULA_MURIS_SENIS_HEART_T_CELL_AGEING	0.072289156626506	0.104588567034094	0.384789540816326	1.48609865770872	35	10
TABULA_MURIS_SENIS_HEART_ATRIAL_MYOCYTE_AGEING	0.00210084033613445	0.00428265524625268	0.180815203364178	2.10164302641656	0	103
TABULA_MURIS_SENIS_HEART_ENDOCARDIAL_CELL_AGEING	0.0266393442622951	0.0425436344969199	0.206104403219788	1.70215923869068	12	48
TABULA_MURIS_SENIS_HEART_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING	0.00206185567010309	0.00428265524625268	0.271622571975293	3.40084867440634	0	118
TABULA_MURIS_SENIS_HEART_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	0.0020703933747412	0.00428265524625268	0.221195890538403	3.62234701916333	0	201
TABULA_MURIS_SENIS_HEART_MONOCYTE_AGEING	0.00210970464135021	0.00428265524625268	0.315511648897162	3.85463150526339	0	114
TABULA_MURIS_SENIS_HEART_VALVE_CELL_AGEING	0.00415800415800416	0.00785400785400785	0.173555376480716	2.10755017916433	1	111
TABULA_MURIS_SENIS_HEART_VENTRICULAR_MYOCYTE_AGEING	0.00210970464135021	0.00428265524625268	0.260857811332626	2.95055808392843	0	98
TABULA_MURIS_SENIS_HEART_AND_AORTA_CARDIOMYOCYTE_AGEING	0.00209205020920502	0.00428265524625268	0.321808773555762	3.76343934500555	0	104
TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOCARDIAL_CELL_AGEING	0.00204918032786885	0.00428265524625268	0.465025371170832	3.15779704709464	0	34
TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING	0.00631578947368421	0.0116073968705548	0.117486558544514	2.06644901176993	2	229
