pathway	pval	padj	ES	NES	nMoreExtreme	size
MIR_3080_3P	0.113131313131313	0.184695439240894	0.34733737244898	1.36842731674294	55	10
MIR_7021_5P	0.507843137254902	0.603226011671014	-0.147412967103162	-0.951143279223456	258	30
MIR_6910_5P	0.370672097759674	0.470227149770183	0.166681873132456	1.05930572197565	181	28
MIR_679_3P	0.25250501002004	0.351346761319249	-0.182039610285897	-1.21378242587734	125	32
MIR_1931	0.0914760914760915	0.155374169167273	-0.190860198530994	-1.40765848863633	43	39
MIR_7655_3P	0.0147368421052632	0.0343328591749644	-0.174803394771976	-1.91053361819565	6	85
MIR_7056_5P	0.931451612903226	0.953010433617306	0.0644192348101728	0.633001083608194	461	67
MIR_7116_5P	0.00209643605870021	0.00680433203877364	-0.142000281185196	-2.25977024433734	0	184
MIR_7236_5P	0.00213675213675214	0.00680433203877364	-0.248010583292939	-3.82976583011283	0	176
MIR_12184_3P	0.468871595330739	0.564883681144544	-0.355661805721571	-0.997906490732971	240	5
MIR_7022_5P	0.291913214990138	0.39286368668462	-0.125016786375567	-1.1456010503045	147	59
MIR_468_5P	0.00203252032520325	0.00680433203877364	-0.311143476870455	-2.49961544509891	0	46
MIR_7674_5P	0.364173228346457	0.465407446752625	-0.167091261755789	-1.09424833008323	184	31
MIR_762	0.139886578449905	0.220442834778462	0.113112253091376	1.33117670590385	73	100
MIR_483_3P	0.00809716599190283	0.0213024916748528	-0.278391117809509	-2.01816719266941	3	37
MIR_877_5P	0.186234817813765	0.276307079097187	-0.171306482643065	-1.24186836807915	91	37
MIR_183_3P	0.00212314225053079	0.00680433203877364	-0.256384786215016	-2.99122432648596	0	96
MIR_342_5P	0.273279352226721	0.374807958026147	0.172570212744035	1.16211664986136	134	31
MIR_1191B_5P	0.00984251968503937	0.0250272919424895	-0.29892610499906	-1.95760919976519	4	31
MIR_615_5P	0.724279835390947	0.792024418858169	0.138741139365678	0.796389155681581	351	23
MIR_6971_5P	0.0812854442344045	0.140416939739593	0.117872768622305	1.44543715529226	42	109
MIR_7657_3P	0.396793587174349	0.495103808274254	-0.125668586052463	-1.05048059110418	197	50
MIR_6919_3P	0.279116465863454	0.380092248932539	-0.114869830680951	-1.131533387516	138	68
MIR_6943_5P	0.106719367588933	0.176118251660047	0.160672592592593	1.41930202890594	53	54
MIR_6978_5P	0.867307692307692	0.90785577506889	-0.12644008297431	-0.678649570926042	450	20
MIR_8107	0.00630252100840336	0.0172468987595038	-0.184220987303776	-2.06595419044148	2	89
MIR_7043_3P	0.775510204081633	0.831972365797595	-0.0854879637884919	-0.758202129580004	379	56
MIR_7679_3P	0.993951612903226	0.996299575895978	0.12181368818537	0.499823458451637	492	11
MIR_8116	0.91	0.938862956313585	0.152155424440546	0.652609294966539	454	12
MIR_496A_5P	0.763705103969754	0.823922152217682	-0.15567567060325	-0.774557035783727	403	17
